id,league,season,venue,referee,home_team,away_team,date,timezone,half_time_score_home,half_time_score_away,half_time_winner,full_time_score_home,full_time_score_away,full_time_winner
871349,78,2022,752,D. Aytekin,161,173,2023-02-18T08:30:00-06:00,America/Costa_Rica,0,1,away,0,3,away
871347,78,2022,703,T. Welz,163,157,2023-02-18T08:30:00-06:00,America/Costa_Rica,1,1,tie,3,2,home
871352,78,2022,750,B. Cortus,172,192,2023-02-18T08:30:00-06:00,America/Costa_Rica,1,0,home,3,0,home
871350,78,2022,751,F. Zwayer,176,160,2023-02-18T08:30:00-06:00,America/Costa_Rica,0,1,away,0,2,away
871348,78,2022,10491,B. Dankert,169,162,2023-02-18T11:30:00-06:00,America/Costa_Rica,1,0,home,2,0,home
871346,78,2022,748,T. Reichel,182,174,2023-02-19T08:30:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
871344,78,2022,19381,H. Osmers,165,159,2023-02-19T10:30:00-06:00,America/Costa_Rica,2,0,home,4,1,home
871345,78,2022,699,R. Schröder,168,164,2023-02-19T12:30:00-06:00,America/Costa_Rica,1,2,away,2,3,away
871357,78,2022,11899,R. Hartmann,164,163,2023-02-24T13:30:00-06:00,America/Costa_Rica,1,0,home,4,0,home
871359,78,2022,694,M. Jöllenbeck,159,170,2023-02-25T08:30:00-06:00,America/Costa_Rica,0,0,tie,2,0,home
871361,78,2022,755,F. Badstübner,162,176,2023-02-25T08:30:00-06:00,America/Costa_Rica,2,0,home,3,0,home
871358,78,2022,724,M. Petersen,167,165,2023-02-25T08:30:00-06:00,America/Costa_Rica,0,1,away,0,1,away
871354,78,2022,738,F. Brych,173,169,2023-02-25T08:30:00-06:00,America/Costa_Rica,2,0,home,2,1,home
871356,78,2022,731,F. Willenborg,192,161,2023-02-25T08:30:00-06:00,America/Costa_Rica,0,1,away,0,2,away
871360,78,2022,741,D. Aytekin,174,172,2023-02-25T11:30:00-06:00,America/Costa_Rica,2,0,home,2,1,home
871355,78,2022,12717,D. Siebert,160,168,2023-02-26T08:30:00-06:00,America/Costa_Rica,1,0,home,1,1,tie
871353,78,2022,700,M. Fritz,157,182,2023-02-26T10:30:00-06:00,America/Costa_Rica,3,0,home,3,0,home
871362,78,2022,19381,S. Jablonski,165,173,2023-03-03T13:30:00-06:00,America/Costa_Rica,2,0,home,2,1,home
871366,78,2022,703,B. Brand,163,160,2023-03-04T08:30:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
