id,league,season,venue,referee,home_team,away_team,date,timezone,half_time_score_home,half_time_score_away,half_time_winner,full_time_score_home,full_time_score_away,full_time_winner
1038167,140,2023,11915,"Mateo Busquets Ferrer, Spain",724,531,2024-01-28T09:15:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
1038169,140,2023,1494,"Guillermo Cuadra Fernandez, Spain",536,727,2024-01-28T11:30:00-06:00,America/Costa_Rica,1,0,home,1,1,tie
1038162,140,2023,19217,"Ricardo De Burgos Bengoetxea, Spain",530,532,2024-01-28T14:00:00-06:00,America/Costa_Rica,1,0,home,2,0,home
1038165,140,2023,20422,"Victor Garcia Verdura, Spain",546,715,2024-01-29T14:00:00-06:00,America/Costa_Rica,2,0,home,2,0,home
1038145,140,2023,19939,"Jorge Figueroa Vazquez, Spain",529,727,2024-01-31T12:00:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
1038144,140,2023,19217,"Cesar Soto Grado, Spain",530,728,2024-01-31T14:00:00-06:00,America/Costa_Rica,1,1,tie,2,1,home
1038148,140,2023,20422,"Ricardo De Burgos Bengoetxea, Spain",546,541,2024-02-01T14:00:00-06:00,America/Costa_Rica,0,1,away,0,2,away
1038172,140,2023,1460,"Jorge Figueroa Vazquez, Spain",531,798,2024-02-02T14:00:00-06:00,America/Costa_Rica,2,0,home,4,0,home
1038178,140,2023,1497,"Alejandro Muniz Ruiz, Spain",532,723,2024-02-03T07:00:00-06:00,America/Costa_Rica,2,0,home,2,1,home
1038176,140,2023,1479,"Mateo Busquets Ferrer, Spain",715,534,2024-02-03T09:15:00-06:00,America/Costa_Rica,1,0,home,1,1,tie
1038177,140,2023,1470,"Juan Martinez Munuera, Spain",542,529,2024-02-03T11:30:00-06:00,America/Costa_Rica,0,1,away,1,3,away
1038174,140,2023,1478,"Jesus Gil Manzano, Spain",547,548,2024-02-03T14:00:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
1038180,140,2023,1498,"Pablo González Fuertes, Spain",533,724,2024-02-04T07:00:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
1038181,140,2023,1486,"Javier Alberola Rojas, Spain",727,538,2024-02-04T09:15:00-06:00,America/Costa_Rica,0,2,away,0,3,away
1038173,140,2023,1489,"Juan Luis Pulido Santana, Spain",543,546,2024-02-04T11:30:00-06:00,America/Costa_Rica,1,1,tie,1,1,tie
1038179,140,2023,1456,"Jose Maria Sanchez Martinez, Spain",541,530,2024-02-04T14:00:00-06:00,America/Costa_Rica,1,0,home,1,1,tie
1038175,140,2023,1488,"Francisco Hernandez Maeso, Spain",728,536,2024-02-05T14:00:00-06:00,America/Costa_Rica,1,2,away,1,2,away
1038188,140,2023,11915,"Ricardo De Burgos Bengoetxea, Spain",724,543,2024-02-09T14:00:00-06:00,America/Costa_Rica,0,1,away,0,2,away
1038186,140,2023,1470,"Mario Melero Lopez, Spain",542,533,2024-02-10T07:00:00-06:00,America/Costa_Rica,1,1,tie,1,1,tie
1038191,140,2023,1491,"Isidro Diaz de Mera Escuderos, Spain",548,727,2024-02-10T09:15:00-06:00,America/Costa_Rica,0,0,tie,0,1,away
1038190,140,2023,1456,"Juan Martinez Munuera, Spain",541,547,2024-02-10T11:30:00-06:00,America/Costa_Rica,2,0,home,4,0,home
1038185,140,2023,1481,"Guillermo Cuadra Fernandez, Spain",534,532,2024-02-10T14:00:00-06:00,America/Costa_Rica,0,0,tie,2,0,home
1038189,140,2023,20422,"Alejandro Hernandez, Spain",546,538,2024-02-11T07:00:00-06:00,America/Costa_Rica,2,0,home,3,2,home
1038184,140,2023,19940,"José Luis Munuera Montero, Spain",798,728,2024-02-11T09:15:00-06:00,America/Costa_Rica,0,0,tie,2,1,home
1038187,140,2023,1494,"Javier Iglesias Villanueva, Spain",536,530,2024-02-11T11:30:00-06:00,America/Costa_Rica,1,0,home,1,0,home
1038183,140,2023,19939,"Miguel Angel Ortiz Arias, Spain",529,715,2024-02-11T14:00:00-06:00,America/Costa_Rica,1,1,tie,3,3,tie
1038182,140,2023,19216,"Victor Garcia Verdura, Spain",723,531,2024-02-12T14:00:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
1038199,140,2023,1498,"Javier Alberola Rojas, Spain",533,546,2024-02-16T14:00:00-06:00,America/Costa_Rica,0,1,away,1,1,tie
1038193,140,2023,19217,"Jorge Figueroa Vazquez, Spain",530,534,2024-02-17T07:00:00-06:00,America/Costa_Rica,2,0,home,5,0,home
1038198,140,2023,1486,"Francisco Hernandez Maeso, Spain",727,724,2024-02-17T09:15:00-06:00,America/Costa_Rica,0,0,tie,2,0,home
1038197,140,2023,1467,"Juan Luis Pulido Santana, Spain",538,529,2024-02-17T11:30:00-06:00,America/Costa_Rica,0,1,away,1,2,away
1038200,140,2023,1497,"Cesar Soto Grado, Spain",532,536,2024-02-17T14:00:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
1038195,140,2023,1488,"Alejandro Muniz Ruiz, Spain",728,541,2024-02-18T07:00:00-06:00,America/Costa_Rica,1,1,tie,1,1,tie
1038196,140,2023,1479,"Jesus Gil Manzano, Spain",715,723,2024-02-18T09:15:00-06:00,America/Costa_Rica,0,1,away,1,1,tie
1038194,140,2023,19940,"Pablo González Fuertes, Spain",798,548,2024-02-18T11:30:00-06:00,America/Costa_Rica,1,1,tie,1,2,away
1038201,140,2023,1489,"Mateo Busquets Ferrer, Spain",543,542,2024-02-18T14:00:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
1038192,140,2023,1460,"Jose Maria Sanchez Martinez, Spain",531,547,2024-02-19T14:00:00-06:00,America/Costa_Rica,1,0,home,3,2,home
1038207,140,2023,1491,"Javier Iglesias Villanueva, Spain",548,533,2024-02-23T14:00:00-06:00,America/Costa_Rica,0,1,away,1,3,away
1038203,140,2023,19939,"Alejandro Muniz Ruiz, Spain",529,546,2024-02-24T09:15:00-06:00,America/Costa_Rica,1,0,home,4,0,home
1038210,140,2023,1470,"Victor Garcia Verdura, Spain",542,798,2024-02-24T11:30:00-06:00,America/Costa_Rica,0,0,tie,1,1,tie
1038202,140,2023,19216,"Javier Alberola Rojas, Spain",723,530,2024-02-24T14:00:00-06:00,America/Costa_Rica,1,1,tie,2,2,tie
1038204,140,2023,11915,"Miguel Angel Ortiz Arias, Spain",724,538,2024-02-25T07:00:00-06:00,America/Costa_Rica,0,1,away,2,2,tie
1038211,140,2023,1489,"Guillermo Cuadra Fernandez, Spain",543,531,2024-02-25T09:15:00-06:00,America/Costa_Rica,2,1,home,3,1,home
1038209,140,2023,1481,"José Luis Munuera Montero, Spain",534,727,2024-02-25T11:30:00-06:00,America/Costa_Rica,0,0,tie,1,1,tie
1038206,140,2023,1456,"Isidro Diaz de Mera Escuderos, Spain",541,536,2024-02-25T14:00:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
1038205,140,2023,1478,"Ricardo De Burgos Bengoetxea, Spain",547,728,2024-02-26T14:00:00-06:00,America/Costa_Rica,0,0,tie,3,0,home
1038215,140,2023,1467,"Jose Maria Sanchez Martinez, Spain",538,723,2024-03-01T14:00:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
1038219,140,2023,1494,"Mateo Busquets Ferrer, Spain",536,548,2024-03-02T07:00:00-06:00,America/Costa_Rica,2,1,home,3,2,home
1038216,140,2023,1488,"Javier Alberola Rojas, Spain",728,724,2024-03-02T09:15:00-06:00,America/Costa_Rica,0,0,tie,1,1,tie
1038214,140,2023,20422,"Pablo González Fuertes, Spain",546,534,2024-03-02T11:30:00-06:00,America/Costa_Rica,3,1,home,3,3,tie
1038218,140,2023,1497,"Jesus Gil Manzano, Spain",532,541,2024-03-02T14:00:00-06:00,America/Costa_Rica,2,1,home,2,2,tie
1038220,140,2023,1498,"Juan Luis Pulido Santana, Spain",533,715,2024-03-03T07:00:00-06:00,America/Costa_Rica,3,0,home,5,1,home
1038213,140,2023,19217,"Cesar Soto Grado, Spain",530,543,2024-03-03T09:15:00-06:00,America/Costa_Rica,2,0,home,2,1,home
1038217,140,2023,19940,"Francisco Hernandez Maeso, Spain",798,547,2024-03-03T11:30:00-06:00,America/Costa_Rica,1,0,home,1,0,home
1038212,140,2023,1460,"Alejandro Hernandez, Spain",531,529,2024-03-03T14:00:00-06:00,America/Costa_Rica,0,0,tie,0,0,tie
1038221,140,2023,1486,"Jorge Figueroa Vazquez, Spain",727,542,2024-03-04T14:00:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
1038223,140,2023,19939,"Javier Iglesias Villanueva, Spain",529,798,2024-03-08T14:00:00-06:00,America/Costa_Rica,0,0,tie,1,0,home
1038231,140,2023,1497,"Juan Luis Pulido Santana, Spain",532,546,2024-03-09T07:00:00-06:00,America/Costa_Rica,1,0,home,1,0,home
1038229,140,2023,11915,"Pablo González Fuertes, Spain",724,530,2024-03-09T09:15:00-06:00,America/Costa_Rica,1,0,home,2,0,home
1038226,140,2023,1479,"Juan Martinez Munuera, Spain",715,548,2024-03-09T11:30:00-06:00,America/Costa_Rica,2,1,home,2,3,away
1038225,140,2023,1478,"Mateo Busquets Ferrer, Spain",547,727,2024-03-09T14:00:00-06:00,America/Costa_Rica,1,0,home,2,0,home
1038227,140,2023,1470,"José Luis Munuera Montero, Spain",542,728,2024-03-10T07:00:00-06:00,America/Costa_Rica,1,0,home,1,0,home
